id,kind,word,translation,category,curriculumLevel,example,exampleZh,phonetic
zh-爬,literacy,爬,pá,nature,L5,爬山 爬行,用组词来记：「爬山」「爬行」。看见这些词，就能找到「爬」。,pá
zh-荷,literacy,荷,hé,life,L5,小荷才露 超负荷,用组词来记：「小荷才露」「超负荷」。看见这些词，就能找到「荷」。,hé
zh-悉,literacy,悉,xī,life,L5,获悉 据悉,用组词来记：「获悉」「据悉」。看见这些词，就能找到「悉」。,xī
zh-返,literacy,返,fǎn,life,L5,重返 返工,用组词来记：「重返」「返工」。看见这些词，就能找到「返」。,fǎn
zh-井,literacy,井,jǐng,life,L5,机井 井然,用组词来记：「机井」「井然」。看见这些词，就能找到「井」。,jǐng
zh-壮,literacy,壮,zhuàng,life,L5,悲壮 粗壮,用组词来记：「悲壮」「粗壮」。看见这些词，就能找到「壮」。,zhuàng
zh-薄,literacy,薄,báo,life,L5,薄板 薄膜,用组词来记：「薄板」「薄膜」。看见这些词，就能找到「薄」。,báo
zh-悄,literacy,悄,qiāo,life,L5,静悄悄 悄悄,用组词来记：「静悄悄」「悄悄」。看见这些词，就能找到「悄」。,qiāo
zh-扫,literacy,扫,sǎo,life,L5,打扫 横扫,用组词来记：「打扫」「横扫」。看见这些词，就能找到「扫」。,sǎo
zh-敏,literacy,敏,mǐn,life,L5,过敏 机敏,用组词来记：「过敏」「机敏」。看见这些词，就能找到「敏」。,mǐn
zh-碍,literacy,碍,ài,life,L5,妨碍 有碍,用组词来记：「妨碍」「有碍」。看见这些词，就能找到「碍」。,ài
zh-殖,literacy,殖,zhí,life,L5,繁殖 繁殖力,用组词来记：「繁殖」「繁殖力」。看见这些词，就能找到「殖」。,zhí
zh-详,literacy,详,xiáng,life,L5,安详 不详,用组词来记：「安详」「不详」。看见这些词，就能找到「详」。,xiáng
zh-迪,literacy,迪,dí,life,L5,迪庆 启迪,用组词来记：「迪庆」「启迪」。看见这些词，就能找到「迪」。,dí
zh-矛,literacy,矛,máo,body,L5,矛盾 矛头,用组词来记：「矛盾」「矛头」。看见这些词，就能找到「矛」。,máo
zh-允,literacy,允,yǔn,life,L5,应允 允诺,用组词来记：「应允」「允诺」。看见这些词，就能找到「允」。,yǔn
zh-幅,literacy,幅,fú,life,L5,大幅 大幅度,用组词来记：「大幅」「大幅度」。看见这些词，就能找到「幅」。,fú
zh-撒,literacy,撒,sā,life,L5,撒播 撒拉,用组词来记：「撒播」「撒拉」。看见这些词，就能找到「撒」。,sā
zh-剩,literacy,剩,shèng,life,L5,过剩 剩下,用组词来记：「过剩」「剩下」。看见这些词，就能找到「剩」。,shèng
zh-凯,literacy,凯,kǎi,life,L5,凯歌 凯旋,用组词来记：「凯歌」「凯旋」。看见这些词，就能找到「凯」。,kǎi
zh-颗,literacy,颗,kē,life,L5,秋收万颗 颗粒,用组词来记：「秋收万颗」「颗粒」。看见这些词，就能找到「颗」。,kē
zh-骂,literacy,骂,mà,life,L5,辱骂 唾骂,用组词来记：「辱骂」「唾骂」。看见这些词，就能找到「骂」。,mà
zh-赏,literacy,赏,shǎng,life,L5,观赏 奖赏,用组词来记：「观赏」「奖赏」。看见这些词，就能找到「赏」。,shǎng
zh-液,literacy,液,yè,body,L5,废液 口服液,用组词来记：「废液」「口服液」。看见这些词，就能找到「液」。,yè
zh-番,literacy,番,fān,life,L5,翻番 翻两番,用组词来记：「翻番」「翻两番」。看见这些词，就能找到「番」。,fān
zh-箱,literacy,箱,xiāng,nature,L5,冰箱 电冰箱,用组词来记：「冰箱」「电冰箱」。看见这些词，就能找到「箱」。,xiāng
zh-贴,literacy,贴,tiē,life,L5,补贴 补贴费,用组词来记：「补贴」「补贴费」。看见这些词，就能找到「贴」。,tiē
zh-漫,literacy,漫,màn,life,L5,浪漫 烂漫,用组词来记：「浪漫」「烂漫」。看见这些词，就能找到「漫」。,màn
zh-酸,literacy,酸,suān,life,L5,醋酸 酸楚,用组词来记：「醋酸」「酸楚」。看见这些词，就能找到「酸」。,suān
zh-郎,literacy,郎,láng,life,L5,货郎 新郎,用组词来记：「货郎」「新郎」。看见这些词，就能找到「郎」。,láng
zh-腰,literacy,腰,yāo,life,L5,拦腰 掏腰包,用组词来记：「拦腰」「掏腰包」。看见这些词，就能找到「腰」。,yāo
zh-舒,literacy,舒,shū,life,L5,不舒服 舒畅,用组词来记：「不舒服」「舒畅」。看见这些词，就能找到「舒」。,shū
zh-眉,literacy,眉,méi,body,L5,峨眉山 眉目,用组词来记：「峨眉山」「眉目」。看见这些词，就能找到「眉」。,méi
zh-忧,literacy,忧,yōu,life,L5,担忧 分忧,用组词来记：「担忧」「分忧」。看见这些词，就能找到「忧」。,yōu
zh-浮,literacy,浮,fú,number,L5,浮萍一道 白毛浮绿,用组词来记：「浮萍一道」「白毛浮绿」。看见这些词，就能找到「浮」。,fú
zh-辛,literacy,辛,xīn,life,L5,粒粒皆辛 艰辛,用组词来记：「粒粒皆辛」「艰辛」。看见这些词，就能找到「辛」。,xīn
zh-恋,literacy,恋,liàn,life,L5,眷恋 恋爱,用组词来记：「眷恋」「恋爱」。看见这些词，就能找到「恋」。,liàn
zh-餐,literacy,餐,cān,life,L5,餐馆 餐具,用组词来记：「餐馆」「餐具」。看见这些词，就能找到「餐」。,cān
zh-吓,literacy,吓,xià,life,L5,惊吓 恐吓,用组词来记：「惊吓」「恐吓」。看见这些词，就能找到「吓」。,xià
zh-挺,literacy,挺,tǐng,school,L5,笔挺 坚挺,用组词来记：「笔挺」「坚挺」。看见这些词，就能找到「挺」。,tǐng
zh-励,literacy,励,lì,life,L5,鼓励 奖励,用组词来记：「鼓励」「奖励」。看见这些词，就能找到「励」。,lì
zh-辞,literacy,辞,cí,color,L5,朝辞白帝 辞别,用组词来记：「朝辞白帝」「辞别」。看见这些词，就能找到「辞」。,cí
zh-键,literacy,键,jiàn,life,L5,关键 关键性,用组词来记：「关键」「关键性」。看见这些词，就能找到「键」。,jiàn
zh-伍,literacy,伍,wǔ,life,L5,队伍 落伍,用组词来记：「队伍」「落伍」。看见这些词，就能找到「伍」。,wǔ
zh-峰,literacy,峰,fēng,life,L5,赤峰 顶峰,用组词来记：「赤峰」「顶峰」。看见这些词，就能找到「峰」。,fēng
zh-尺,literacy,尺,chǐ,number,L5,三千尺 深千尺,用组词来记：「三千尺」「深千尺」。看见这些词，就能找到「尺」。,chǐ
zh-昨,literacy,昨,zuó,nature,L5,昨日 昨天,用组词来记：「昨日」「昨天」。看见这些词，就能找到「昨」。,zuó
zh-辈,literacy,辈,bèi,life,L5,半辈子 父辈,用组词来记：「半辈子」「父辈」。看见这些词，就能找到「辈」。,bèi
zh-贯,literacy,贯,guàn,life,L5,贯彻 贯穿,用组词来记：「贯彻」「贯穿」。看见这些词，就能找到「贯」。,guàn
zh-侦,literacy,侦,zhēn,life,L5,侦察 侦查,用组词来记：「侦察」「侦查」。看见这些词，就能找到「侦」。,zhēn
zh-滑,literacy,滑,huá,life,L5,光滑 滑冰,用组词来记：「光滑」「滑冰」。看见这些词，就能找到「滑」。,huá
zh-券,literacy,券,quàn,life,L5,国库券 奖券,用组词来记：「国库券」「奖券」。看见这些词，就能找到「券」。,quàn
zh-崇,literacy,崇,chóng,life,L5,崇拜 崇高,用组词来记：「崇拜」「崇高」。看见这些词，就能找到「崇」。,chóng
zh-扰,literacy,扰,rǎo,life,L5,干扰 惊扰,用组词来记：「干扰」「惊扰」。看见这些词，就能找到「扰」。,rǎo
zh-宪,literacy,宪,xiàn,life,L5,宪法 宪章,用组词来记：「宪法」「宪章」。看见这些词，就能找到「宪」。,xiàn
zh-绕,literacy,绕,rào,life,L5,缠绕 环绕,用组词来记：「缠绕」「环绕」。看见这些词，就能找到「绕」。,rào
zh-趋,literacy,趋,qū,life,L5,渐趋 趋附,用组词来记：「渐趋」「趋附」。看见这些词，就能找到「趋」。,qū
zh-慈,literacy,慈,cí,body,L5,慈母手中 慈爱,用组词来记：「慈母手中」「慈爱」。看见这些词，就能找到「慈」。,cí
zh-阅,literacy,阅,yuè,life,L5,参阅 查阅,用组词来记：「参阅」「查阅」。看见这些词，就能找到「阅」。,yuè
zh-汗,literacy,汗,hàn,nature,L5,汗水 冷汗,用组词来记：「汗水」「冷汗」。看见这些词，就能找到「汗」。,hàn
zh-枝,literacy,枝,zhī,number,L5,八九十枝 墙角数枝,用组词来记：「八九十枝」「墙角数枝」。看见这些词，就能找到「枝」。,zhī
zh-拖,literacy,拖,tuō,life,L5,拖后腿 拖垮,用组词来记：「拖后腿」「拖垮」。看见这些词，就能找到「拖」。,tuō
zh-墨,literacy,墨,mò,school,L5,笔墨 徽墨,用组词来记：「笔墨」「徽墨」。看见这些词，就能找到「墨」。,mò
zh-胁,literacy,胁,xié,life,L5,威胁 胁从,用组词来记：「威胁」「胁从」。看见这些词，就能找到「胁」。,xié
zh-插,literacy,插,chā,life,L5,插曲 插入,用组词来记：「插曲」「插入」。看见这些词，就能找到「插」。,chā
zh-箭,literacy,箭,jiàn,nature,L5,挡箭牌 火箭,用组词来记：「挡箭牌」「火箭」。看见这些词，就能找到「箭」。,jiàn
zh-腊,literacy,腊,là,nature,L5,腊梅 腊月,用组词来记：「腊梅」「腊月」。看见这些词，就能找到「腊」。,là
zh-粉,literacy,粉,fěn,color,L5,粉红 粉剂,用组词来记：「粉红」「粉剂」。看见这些词，就能找到「粉」。,fěn
zh-泥,literacy,泥,ní,nature,L5,泥土 和稀泥,用组词来记：「泥土」「和稀泥」。看见这些词，就能找到「泥」。,ní
zh-拔,literacy,拔,bá,life,L5,拔高 拔尖,用组词来记：「拔高」「拔尖」。看见这些词，就能找到「拔」。,bá
zh-骗,literacy,骗,piàn,life,L5,拐骗 骗局,用组词来记：「拐骗」「骗局」。看见这些词，就能找到「骗」。,piàn
zh-慧,literacy,慧,huì,body,L5,慧眼 智慧,用组词来记：「慧眼」「智慧」。看见这些词，就能找到「慧」。,huì
zh-媒,literacy,媒,méi,life,L5,媒介 媒体,用组词来记：「媒介」「媒体」。看见这些词，就能找到「媒」。,méi
zh-佩,literacy,佩,pèi,life,L5,敬佩 佩服,用组词来记：「敬佩」「佩服」。看见这些词，就能找到「佩」。,pèi
zh-愤,literacy,愤,fèn,body,L5,悲愤 发愤,用组词来记：「悲愤」「发愤」。看见这些词，就能找到「愤」。,fèn
zh-扑,literacy,扑,pū,nature,L5,扑火 扑空,用组词来记：「扑火」「扑空」。看见这些词，就能找到「扑」。,pū
zh-龄,literacy,龄,líng,life,L5,超龄 高龄,用组词来记：「超龄」「高龄」。看见这些词，就能找到「龄」。,líng
zh-驱,literacy,驱,qū,life,L5,前驱 驱车,用组词来记：「前驱」「驱车」。看见这些词，就能找到「驱」。,qū
zh-惜,literacy,惜,xī,life,L5,惜细流 爱惜,用组词来记：「惜细流」「爱惜」。看见这些词，就能找到「惜」。,xī
zh-豪,literacy,豪,háo,life,L5,富豪 豪放,用组词来记：「富豪」「豪放」。看见这些词，就能找到「豪」。,háo
zh-掩,literacy,掩,yǎn,life,L5,掩蔽 掩藏,用组词来记：「掩蔽」「掩藏」。看见这些词，就能找到「掩」。,yǎn
zh-兼,literacy,兼,jiān,life,L5,兼备 兼并,用组词来记：「兼备」「兼并」。看见这些词，就能找到「兼」。,jiān
zh-跃,literacy,跃,yuè,life,L5,大飞跃 大跃进,用组词来记：「大飞跃」「大跃进」。看见这些词，就能找到「跃」。,yuè
zh-肃,literacy,肃,sù,life,L5,甘肃 甘肃省,用组词来记：「甘肃」「甘肃省」。看见这些词，就能找到「肃」。,sù
zh-驶,literacy,驶,shǐ,life,L5,驾驶 驾驶员,用组词来记：「驾驶」「驾驶员」。看见这些词，就能找到「驶」。,shǐ
zh-届,literacy,届,jiè,life,L5,本届 换届,用组词来记：「本届」「换届」。看见这些词，就能找到「届」。,jiè
zh-欣,literacy,欣,xīn,life,L5,欢欣 欣然,用组词来记：「欢欣」「欣然」。看见这些词，就能找到「欣」。,xīn
zh-惠,literacy,惠,huì,life,L5,恩惠 互惠,用组词来记：「恩惠」「互惠」。看见这些词，就能找到「惠」。,huì
zh-册,literacy,册,cè,life,L5,登记册 分册,用组词来记：「登记册」「分册」。看见这些词，就能找到「册」。,cè
zh-储,literacy,储,chǔ,life,L5,仓储 储备,用组词来记：「仓储」「储备」。看见这些词，就能找到「储」。,chǔ
zh-飘,literacy,飘,piāo,life,L5,飘带 飘荡,用组词来记：「飘带」「飘荡」。看见这些词，就能找到「飘」。,piāo
zh-桑,literacy,桑,sāng,life,L5,沧桑 蚕桑,用组词来记：「沧桑」「蚕桑」。看见这些词，就能找到「桑」。,sāng
zh-闲,literacy,闲,xián,number,L5,四海无闲 冬闲,用组词来记：「四海无闲」「冬闲」。看见这些词，就能找到「闲」。,xián
zh-惨,literacy,惨,cǎn,life,L5,悲惨 惨案,用组词来记：「悲惨」「惨案」。看见这些词，就能找到「惨」。,cǎn
zh-洁,literacy,洁,jié,life,L5,纯洁 光洁,用组词来记：「纯洁」「光洁」。看见这些词，就能找到「洁」。,jié
zh-踪,literacy,踪,zōng,life,L5,万径人踪 不解藏踪,用组词来记：「万径人踪」「不解藏踪」。看见这些词，就能找到「踪」。,zōng
zh-勃,literacy,勃,bó,life,L5,勃勃 蓬勃,用组词来记：「勃勃」「蓬勃」。看见这些词，就能找到「勃」。,bó
zh-宾,literacy,宾,bīn,life,L5,宾馆 宾客,用组词来记：「宾馆」「宾客」。看见这些词，就能找到「宾」。,bīn
zh-频,literacy,频,pín,life,L5,频传 频繁,用组词来记：「频传」「频繁」。看见这些词，就能找到「频」。,pín
zh-仇,literacy,仇,chóu,life,L5,报仇 仇恨,用组词来记：「报仇」「仇恨」。看见这些词，就能找到「仇」。,chóu
zh-磨,literacy,磨,mó,life,L5,磨擦 磨光,用组词来记：「磨擦」「磨光」。看见这些词，就能找到「磨」。,mó
zh-递,literacy,递,dì,life,L5,呈递 传递,用组词来记：「呈递」「传递」。看见这些词，就能找到「递」。,dì
zh-邪,literacy,邪,xié,life,L5,邪道 邪恶,用组词来记：「邪道」「邪恶」。看见这些词，就能找到「邪」。,xié
zh-撞,literacy,撞,zhuàng,life,L5,顶撞 莽撞,用组词来记：「顶撞」「莽撞」。看见这些词，就能找到「撞」。,zhuàng
zh-拟,literacy,拟,nǐ,life,L5,比拟 草拟,用组词来记：「比拟」「草拟」。看见这些词，就能找到「拟」。,nǐ
zh-滚,literacy,滚,gǔn,life,L5,翻滚 滚动,用组词来记：「翻滚」「滚动」。看见这些词，就能找到「滚」。,gǔn
zh-奏,literacy,奏,zòu,life,L5,合奏 节奏,用组词来记：「合奏」「节奏」。看见这些词，就能找到「奏」。,zòu
zh-巡,literacy,巡,xún,life,L5,巡回 巡逻,用组词来记：「巡回」「巡逻」。看见这些词，就能找到「巡」。,xún
zh-颜,literacy,颜,yán,number,L5,五颜六色 开颜,用组词来记：「五颜六色」「开颜」。看见这些词，就能找到「颜」。,yán
zh-剂,literacy,剂,jì,life,L5,催化剂 粉剂,用组词来记：「催化剂」「粉剂」。看见这些词，就能找到「剂」。,jì
zh-绩,literacy,绩,jī,life,L5,败绩 成绩,用组词来记：「败绩」「成绩」。看见这些词，就能找到「绩」。,jī
